Datetime,Open,High,Low,Close,Adj_Close,Volume
2025-01-01 09:15:00+05:30,1880.0,1888.0,1879.3499755859375,1885.75,1885.75,0
2025-01-01 09:20:00+05:30,1885.699951171875,1892.699951171875,1883.050048828125,1886.1500244140625,1886.1500244140625,42514
2025-01-01 09:25:00+05:30,1887.0,1888.050048828125,1885.0,1887.3499755859375,1887.3499755859375,16482
2025-01-01 09:30:00+05:30,1887.25,1888.0,1883.0,1885.949951171875,1885.949951171875,9457
2025-01-01 09:35:00+05:30,1886.050048828125,1888.0,1885.3499755859375,1887.550048828125,1887.550048828125,10599
2025-01-01 09:40:00+05:30,1887.550048828125,1889.949951171875,1885.25,1886.25,1886.25,11145
2025-01-01 09:45:00+05:30,1886.4000244140625,1887.3499755859375,1884.0,1886.0,1886.0,8033
2025-01-01 09:50:00+05:30,1885.949951171875,1887.75,1885.199951171875,1887.699951171875,1887.699951171875,6295
2025-01-01 09:55:00+05:30,1887.699951171875,1891.0,1886.449951171875,1888.800048828125,1888.800048828125,16544
2025-01-01 10:00:00+05:30,1888.5999755859375,1889.9000244140625,1887.050048828125,1887.449951171875,1887.449951171875,9464
2025-01-01 10:05:00+05:30,1888.199951171875,1889.449951171875,1886.5,1888.0,1888.0,6233
2025-01-01 10:10:00+05:30,1888.699951171875,1891.550048828125,1887.25,1889.6500244140625,1889.6500244140625,13762
2025-01-01 10:15:00+05:30,1889.6500244140625,1890.699951171875,1888.449951171875,1889.449951171875,1889.449951171875,10576
2025-01-01 10:20:00+05:30,1888.949951171875,1891.699951171875,1887.550048828125,1888.800048828125,1888.800048828125,13225
2025-01-01 10:25:00+05:30,1889.0,1889.9000244140625,1886.75,1888.9000244140625,1888.9000244140625,6222
2025-01-01 10:30:00+05:30,1889.050048828125,1889.5,1885.050048828125,1885.050048828125,1885.050048828125,9477
2025-01-01 10:35:00+05:30,1885.9000244140625,1887.5,1885.300048828125,1885.8499755859375,1885.8499755859375,10598
2025-01-01 10:40:00+05:30,1887.0,1887.0,1880.9000244140625,1882.9000244140625,1882.9000244140625,47578
2025-01-01 10:45:00+05:30,1882.8499755859375,1887.5,1882.8499755859375,1887.3499755859375,1887.3499755859375,17558
2025-01-01 10:50:00+05:30,1886.8499755859375,1891.5,1886.8499755859375,1887.1500244140625,1887.1500244140625,65632
2025-01-01 10:55:00+05:30,1887.1500244140625,1887.25,1884.050048828125,1885.0,1885.0,8005
2025-01-01 11:00:00+05:30,1884.8499755859375,1885.8499755859375,1883.0999755859375,1884.800048828125,1884.800048828125,11714
2025-01-01 11:05:00+05:30,1885.0,1885.8499755859375,1883.800048828125,1885.050048828125,1885.050048828125,8653
2025-01-01 11:10:00+05:30,1885.050048828125,1890.5,1884.5,1889.5,1889.5,26958
2025-01-01 11:15:00+05:30,1889.5,1892.0,1888.550048828125,1889.6500244140625,1889.6500244140625,85673
2025-01-01 11:20:00+05:30,1889.050048828125,1889.800048828125,1886.8499755859375,1888.1500244140625,1888.1500244140625,14476
2025-01-01 11:25:00+05:30,1888.25,1888.699951171875,1883.9000244140625,1886.9000244140625,1886.9000244140625,33423
2025-01-01 11:30:00+05:30,1886.5,1886.9000244140625,1883.25,1883.25,1883.25,19148
2025-01-01 11:35:00+05:30,1883.199951171875,1884.199951171875,1883.0,1883.449951171875,1883.449951171875,6816
2025-01-01 11:40:00+05:30,1884.1500244140625,1884.5999755859375,1882.8499755859375,1883.75,1883.75,12812
2025-01-01 11:45:00+05:30,1884.0,1884.0,1881.5,1881.5,1881.5,10806
2025-01-01 11:50:00+05:30,1881.8499755859375,1883.1500244140625,1878.800048828125,1878.800048828125,1878.800048828125,16960
2025-01-01 11:55:00+05:30,1878.300048828125,1881.6500244140625,1878.0,1878.0,1878.0,13734
2025-01-01 12:00:00+05:30,1879.699951171875,1881.199951171875,1878.199951171875,1879.9000244140625,1879.9000244140625,12439
2025-01-01 12:05:00+05:30,1879.9000244140625,1879.9000244140625,1877.0,1878.5999755859375,1878.5999755859375,31844
2025-01-01 12:10:00+05:30,1879.4000244140625,1879.8499755859375,1878.300048828125,1879.0999755859375,1879.0999755859375,15380
2025-01-01 12:15:00+05:30,1879.0,1882.0,1878.699951171875,1880.8499755859375,1880.8499755859375,76494
2025-01-01 12:20:00+05:30,1881.0,1884.25,1880.6500244140625,1883.0,1883.0,25171
2025-01-01 12:25:00+05:30,1883.0,1883.0,1881.300048828125,1882.199951171875,1882.199951171875,12145
2025-01-01 12:30:00+05:30,1882.800048828125,1891.4000244140625,1881.8499755859375,1887.5,1887.5,69139
2025-01-01 12:35:00+05:30,1887.75,1891.550048828125,1885.25,1890.5,1890.5,19992
2025-01-01 12:40:00+05:30,1890.800048828125,1890.800048828125,1887.1500244140625,1887.699951171875,1887.699951171875,9081
2025-01-01 12:45:00+05:30,1888.199951171875,1889.3499755859375,1885.5999755859375,1885.6500244140625,1885.6500244140625,13025
2025-01-01 12:50:00+05:30,1885.25,1889.75,1883.5,1885.8499755859375,1885.8499755859375,15189
2025-01-01 12:55:00+05:30,1885.800048828125,1886.800048828125,1884.3499755859375,1885.0,1885.0,4323
2025-01-01 13:00:00+05:30,1885.0,1885.5999755859375,1883.8499755859375,1885.5999755859375,1885.5999755859375,3717
2025-01-01 13:05:00+05:30,1885.5999755859375,1886.949951171875,1885.0,1886.0,1886.0,5643
2025-01-01 13:10:00+05:30,1886.050048828125,1886.3499755859375,1884.199951171875,1885.4000244140625,1885.4000244140625,3573
2025-01-01 13:15:00+05:30,1885.5,1887.5,1885.050048828125,1885.699951171875,1885.699951171875,5318
2025-01-01 13:20:00+05:30,1885.699951171875,1886.550048828125,1884.0,1884.0,1884.0,10109
2025-01-01 13:25:00+05:30,1884.050048828125,1888.0999755859375,1883.949951171875,1887.5,1887.5,28463
2025-01-01 13:30:00+05:30,1887.800048828125,1887.949951171875,1883.0,1884.25,1884.25,14869
2025-01-01 13:35:00+05:30,1884.300048828125,1885.0,1883.0,1883.5999755859375,1883.5999755859375,4848
2025-01-01 13:40:00+05:30,1883.75,1887.0,1883.699951171875,1886.25,1886.25,39292
2025-01-01 13:45:00+05:30,1886.25,1887.75,1885.949951171875,1886.8499755859375,1886.8499755859375,15946
2025-01-01 13:50:00+05:30,1886.0,1887.0,1884.75,1884.9000244140625,1884.9000244140625,9723
2025-01-01 13:55:00+05:30,1884.800048828125,1887.0,1884.25,1886.949951171875,1886.949951171875,36197
2025-01-01 14:00:00+05:30,1887.0,1891.8499755859375,1886.699951171875,1888.5999755859375,1888.5999755859375,55867
2025-01-01 14:05:00+05:30,1889.300048828125,1890.0,1886.6500244140625,1886.6500244140625,1886.6500244140625,17894
2025-01-01 14:10:00+05:30,1886.6500244140625,1887.199951171875,1885.0,1885.1500244140625,1885.1500244140625,31937
2025-01-01 14:15:00+05:30,1885.5999755859375,1886.0,1884.5,1885.199951171875,1885.199951171875,19574
2025-01-01 14:20:00+05:30,1885.0,1885.6500244140625,1884.5,1884.9000244140625,1884.9000244140625,26854
2025-01-01 14:25:00+05:30,1885.8499755859375,1886.0,1884.5,1885.0999755859375,1885.0999755859375,26219
2025-01-01 14:30:00+05:30,1885.050048828125,1886.300048828125,1884.550048828125,1885.300048828125,1885.300048828125,17911
2025-01-01 14:35:00+05:30,1885.1500244140625,1886.3499755859375,1884.550048828125,1885.050048828125,1885.050048828125,16437
2025-01-01 14:40:00+05:30,1885.300048828125,1885.550048828125,1883.199951171875,1883.3499755859375,1883.3499755859375,60348
2025-01-01 14:45:00+05:30,1884.0999755859375,1884.75,1882.3499755859375,1884.0,1884.0,30176
2025-01-01 14:50:00+05:30,1884.0,1884.5,1882.5999755859375,1883.75,1883.75,28017
2025-01-01 14:55:00+05:30,1883.75,1883.75,1882.0999755859375,1882.699951171875,1882.699951171875,19403
2025-01-01 15:00:00+05:30,1882.75,1882.75,1879.8499755859375,1882.550048828125,1882.550048828125,44056
2025-01-01 15:05:00+05:30,1881.75,1882.1500244140625,1879.6500244140625,1881.449951171875,1881.449951171875,62017
2025-01-01 15:10:00+05:30,1881.449951171875,1882.5,1880.199951171875,1882.25,1882.25,53261
2025-01-01 15:15:00+05:30,1882.1500244140625,1884.0,1881.25,1883.9000244140625,1883.9000244140625,72376
2025-01-01 15:20:00+05:30,1883.75,1884.949951171875,1882.75,1884.199951171875,1884.199951171875,72594
2025-01-01 15:25:00+05:30,1884.1500244140625,1886.25,1883.949951171875,1885.9000244140625,1885.9000244140625,54878
