Datetime,Open,High,Low,Close,Adj_Close,Volume
2025-01-06 09:15:00+05:30,4107.5,4132.5,4107.5,4126.64990234375,4126.64990234375,42516
2025-01-06 09:20:00+05:30,4128.0498046875,4138.0,4127.2001953125,4130.0,4130.0,35652
2025-01-06 09:25:00+05:30,4130.5498046875,4138.0,4125.14990234375,4126.89990234375,4126.89990234375,24018
2025-01-06 09:30:00+05:30,4126.7998046875,4149.5,4126.60009765625,4146.14990234375,4146.14990234375,157692
2025-01-06 09:35:00+05:30,4145.75,4146.0,4128.0,4136.5,4136.5,30855
2025-01-06 09:40:00+05:30,4137.0,4138.0,4119.2001953125,4119.89990234375,4119.89990234375,53902
2025-01-06 09:45:00+05:30,4119.9501953125,4121.5498046875,4115.85009765625,4120.7001953125,4120.7001953125,31035
2025-01-06 09:50:00+05:30,4122.25,4124.0,4112.14990234375,4112.14990234375,4112.14990234375,22405
2025-01-06 09:55:00+05:30,4112.4501953125,4120.0,4111.7998046875,4116.2998046875,4116.2998046875,16382
2025-01-06 10:00:00+05:30,4116.4501953125,4132.2998046875,4116.4501953125,4131.35009765625,4131.35009765625,36322
2025-01-06 10:05:00+05:30,4132.60009765625,4136.14990234375,4131.0,4134.5,4134.5,24929
2025-01-06 10:10:00+05:30,4134.5,4135.0,4128.4501953125,4134.7001953125,4134.7001953125,20380
2025-01-06 10:15:00+05:30,4134.25,4140.0,4133.2001953125,4136.2998046875,4136.2998046875,44357
2025-01-06 10:20:00+05:30,4135.25,4137.0,4125.0498046875,4126.14990234375,4126.14990234375,13761
2025-01-06 10:25:00+05:30,4127.0,4129.5,4118.2001953125,4118.2001953125,4118.2001953125,12177
2025-01-06 10:30:00+05:30,4118.2001953125,4121.64990234375,4114.7001953125,4115.7001953125,4115.7001953125,30771
2025-01-06 10:35:00+05:30,4115.0,4119.7001953125,4108.0,4110.5,4110.5,46247
2025-01-06 10:40:00+05:30,4110.39990234375,4110.5,4100.0498046875,4101.2998046875,4101.2998046875,26442
2025-01-06 10:45:00+05:30,4100.60009765625,4108.14990234375,4096.4501953125,4107.0498046875,4107.0498046875,42236
2025-01-06 10:50:00+05:30,4107.0498046875,4107.0498046875,4094.75,4101.39990234375,4101.39990234375,37359
2025-01-06 10:55:00+05:30,4101.39990234375,4102.5498046875,4095.300048828125,4099.35009765625,4099.35009765625,27263
2025-01-06 11:00:00+05:30,4099.35009765625,4107.64990234375,4099.25,4101.2998046875,4101.2998046875,40791
2025-01-06 11:05:00+05:30,4102.9501953125,4107.10009765625,4102.0,4102.0,4102.0,25035
2025-01-06 11:10:00+05:30,4102.39990234375,4102.39990234375,4093.10009765625,4096.85009765625,4096.85009765625,30665
2025-01-06 11:15:00+05:30,4096.89990234375,4098.0498046875,4088.85009765625,4096.7001953125,4096.7001953125,67216
2025-01-06 11:20:00+05:30,4097.25,4098.5,4093.25,4094.449951171875,4094.449951171875,14141
2025-01-06 11:25:00+05:30,4095.300048828125,4104.0,4093.85009765625,4101.25,4101.25,15758
2025-01-06 11:30:00+05:30,4101.89990234375,4102.4501953125,4094.199951171875,4095.60009765625,4095.60009765625,17925
2025-01-06 11:35:00+05:30,4095.14990234375,4097.35009765625,4087.89990234375,4089.800048828125,4089.800048828125,31280
2025-01-06 11:40:00+05:30,4089.85009765625,4089.85009765625,4077.75,4078.64990234375,4078.64990234375,39684
2025-01-06 11:45:00+05:30,4078.550048828125,4081.64990234375,4066.64990234375,4071.60009765625,4071.60009765625,54872
2025-01-06 11:50:00+05:30,4074.5,4081.14990234375,4071.050048828125,4073.85009765625,4073.85009765625,27336
2025-01-06 11:55:00+05:30,4072.800048828125,4080.050048828125,4072.050048828125,4077.89990234375,4077.89990234375,30978
2025-01-06 12:00:00+05:30,4079.5,4092.0,4078.64990234375,4088.550048828125,4088.550048828125,36804
2025-01-06 12:05:00+05:30,4088.10009765625,4091.550048828125,4083.85009765625,4086.39990234375,4086.39990234375,17156
2025-01-06 12:10:00+05:30,4086.199951171875,4092.89990234375,4085.60009765625,4089.0,4089.0,10708
2025-01-06 12:15:00+05:30,4089.0,4096.0,4086.64990234375,4090.64990234375,4090.64990234375,10798
2025-01-06 12:20:00+05:30,4090.60009765625,4097.0498046875,4089.35009765625,4090.449951171875,4090.449951171875,9388
2025-01-06 12:25:00+05:30,4090.0,4094.5,4090.0,4090.5,4090.5,7279
2025-01-06 12:30:00+05:30,4090.64990234375,4098.14990234375,4090.5,4097.85009765625,4097.85009765625,8426
2025-01-06 12:35:00+05:30,4097.35009765625,4111.0,4097.35009765625,4103.75,4103.75,23282
2025-01-06 12:40:00+05:30,4106.5,4112.0498046875,4106.5,4110.10009765625,4110.10009765625,2949
